,Sentence #,tok,pos,tag
55932,,which,WDT,O
55933,,only,RB,O
55934,,affect,VBP,O
55935,,humans,NNS,O
55936,,.,.,O
55937,2952,We,PRP,O
55938,,sealed,VBD,O
55939,,up,RP,O
55940,,a,DT,O
55941,,bottle,NN,B-SUBJ
55942,,full,JJ,O
55943,,of,IN,O
55944,,air,NN,B-OBJ
55945,,and,CC,O
55946,,put,VBD,O
55947,,it,PRP,O
55948,,in,IN,O
55949,,a,DT,O
55950,,freezer,NN,O
55951,,for,IN,O
55952,,15,CD,O
55953,,to,TO,O
55954,,30,CD,O
55955,,minutes,NNS,O
55956,,.,.,O
55957,2953,We,PRP,O
55958,,have,VBP,O
55959,,poured,VBN,O
55960,,billions,NNS,B-SUBJ
55961,,into,IN,O
55962,,airline,NN,O
55963,,safety,NN,B-OBJ
55964,,.,.,O
55965,2954,The,DT,O
55966,,focus,NN,B-SUBJ
55967,,has,VBZ,O
55968,,largely,RB,O
55969,,been,VBN,O
55970,,on,IN,O
55971,,the,DT,O
55972,,subject,NN,O
55973,,of,IN,O
55974,,ethics,NNS,B-OBJ
55975,,.,.,O
55976,2955,Unemployment,NN,B-SUBJ
55977,,has,VBZ,O
55978,,been,VBN,O
55979,,caused,VBN,O
55980,,by,IN,O
55981,,people,NNS,B-OBJ
55982,,who,WP,O
55983,,either,DT,O
55984,,knowingly,NN,O
55985,,or,CC,O
55986,,unknowingly,NN,O
55987,,have,VBP,O
55988,,priced,VBN,O
55989,,people,NNS,O
55990,,out,RP,O
55991,,of,IN,O
55992,,jobs,NNS,O
55993,,.,.,O
55994,2956,An,DT,O
55995,,MP3,NNP,O
55996,,player,NN,B-SUBJ
55997,,has,VBZ,O
55998,,an,DT,O
55999,,earphone,JJ,O
56000,,jack,NN,B-OBJ
56001,,and,CC,O
56002,,in,IN,O
56003,,some,DT,O
56004,,cases,NNS,O
56005,,a,DT,O
56006,,``,``,O
56007,,line,NN,O
56008,,output,NN,O
56009,,'','',O
56010,,jack,NN,O
56011,,",",",",O
56012,,both,DT,O
56013,,of,IN,O
56014,,which,WDT,O
56015,,put,VBD,O
56016,,out,RP,O
56017,,audio,NN,O
56018,,.,.,O
56019,2957,His,PRP$,O
56020,,painting,NN,O
56021,,of,IN,O
56022,,1607,CD,O
56023,,also,RB,O
56024,,shows,VBZ,O
56025,,a,DT,O
56026,,farmer,NN,B-SUBJ
56027,,with,IN,O
56028,,a,DT,O
56029,,shovel,NN,B-OBJ
56030,,",",",",O
56031,,accompanied,VBN,O
56032,,by,IN,O
56033,,a,DT,O
56034,,woman,NN,O
56035,,holding,VBG,O
56036,,a,DT,O
56037,,cross,NN,O
56038,,.,.,O
56039,2958,The,DT,O
56040,,man,NN,B-SUBJ
56041,,ate,VBD,O
56042,,the,DT,O
56043,,steak,NN,O
56044,,with,IN,O
56045,,a,DT,O
56046,,fork,NN,B-OBJ
56047,,.,.,O
56048,2959,The,DT,O
56049,,social,JJ,O
56050,,worker,NN,O
56051,,has,VBZ,O
56052,,placed,VBN,O
56053,,the,DT,O
56054,,girl,NN,B-SUBJ
56055,,into,IN,O
56056,,the,DT,O
56057,,loving,VBG,O
56058,,family,NN,B-OBJ
56059,,of,IN,O
56060,,a,DT,O
56061,,lawyer,NN,O
56062,,.,.,O
56063,2960,The,DT,O
56064,,noise,NN,B-SUBJ
56065,,and,CC,O
56066,,vibration,NN,O
56067,,caused,VBN,O
56068,,by,IN,O
56069,,the,DT,O
56070,,passage,NN,B-OBJ
56071,,of,IN,O
56072,,trains,NNS,O
56073,,resulted,VBD,O
56074,,in,IN,O
56075,,unacceptable,JJ,O
56076,,conditions,NNS,O
56077,,within,IN,O
56078,,the,DT,O
56079,,convention,NN,O
56080,,center,NN,O
56081,,as,IN,O
56082,,standard,JJ,O
56083,,construction,NN,O
56084,,techniques,NNS,O
56085,,had,VBD,O
56086,,been,VBN,O
56087,,used,VBN,O
56088,,.,.,O
56089,2961,The,DT,O
56090,,enzyme,JJ,O
56091,,glutaminase,NN,B-SUBJ
56092,,is,VBZ,O
56093,,removed,VBN,O
56094,,into,IN,O
56095,,both,DT,O
56096,,nerve,NN,O
56097,,terminals,NNS,B-OBJ
56098,,and,CC,O
56099,,glial,NN,O
56100,,cells,NNS,O
56101,,.,.,O
56102,2962,The,DT,O
56103,,seminar,NN,B-SUBJ
56104,,was,VBD,O
56105,,well,RB,O
56106,,advertised,VBN,O
56107,,by,IN,O
56108,,big,JJ,O
56109,,banners,NNS,B-OBJ
56110,,in,IN,O
56111,,red,NN,O
56112,,.,.,O
56113,2963,Their,PRP$,O
56114,,music,NN,B-SUBJ
56115,,reflected,VBD,O
56116,,different,JJ,O
56117,,influences,NNS,O
56118,,",",",",O
56119,,combining,VBG,O
56120,,elements,NNS,O
56121,,of,IN,O
56122,,rock,NN,O
56123,,and,CC,O
56124,,roll,NN,O
56125,,",",",",O
56126,,garage,NN,O
56127,,rock,NN,O
56128,,",",",",O
56129,,folk,NN,B-OBJ
56130,,and,CC,O
56131,,psychedelia,NN,O
56132,,.,.,O
56133,2964,Because,IN,O
56134,,of,IN,O
56135,,the,DT,O
56136,,ethics,NNS,O
56137,,scandal,NN,B-SUBJ
56138,,that,WDT,O
56139,,resulted,VBD,O
56140,,in,IN,O
56141,,the,DT,O
56142,,impeachment,NN,B-OBJ
56143,,of,IN,O
56144,,the,DT,O
56145,,state,NN,O
56146,,'s,POS,O
56147,,Governor,NN,O
56148,,",",",",O
56149,,there,EX,O
56150,,was,VBD,O
56151,,real,JJ,O
56152,,hope,NN,O
56153,,for,IN,O
56154,,real,JJ,O
56155,,ethics,NNS,O
56156,,reform,NN,O
56157,,in,IN,O
56158,,Illinois,NNP,O
56159,,this,DT,O
56160,,year,NN,O
56161,,.,.,O
56162,2965,The,DT,O
56163,,power,NN,B-SUBJ
56164,,to,TO,O
56165,,rule,VB,O
56166,,is,VBZ,O
56167,,derived,VBN,O
56168,,from,IN,O
56169,,a,DT,O
56170,,mandate,NN,B-OBJ
56171,,of,IN,O
56172,,the,DT,O
56173,,masses,NNS,O
56174,,.,.,O
56175,2966,The,DT,O
56176,,Lebedev-Milin,JJ,O
56177,,conjecture,NN,B-SUBJ
56178,,was,VBD,O
56179,,distilled,VBN,O
56180,,from,IN,O
56181,,the,DT,O
56182,,original,JJ,O
56183,,manuscript,NN,B-OBJ
56184,,.,.,O
56185,2967,The,DT,O
56186,,candle,NN,O
56187,,wax,NN,B-SUBJ
56188,,is,VBZ,O
56189,,the,DT,O
56190,,main,JJ,O
56191,,ingredient,NN,O
56192,,needed,VBN,O
56193,,for,IN,O
56194,,making,VBG,O
56195,,candles,NNS,B-OBJ
56196,,of,IN,O
56197,,all,DT,O
56198,,types,NNS,O
56199,,.,.,O
56200,2968,The,DT,O
56201,,singer,NN,B-SUBJ
56202,,'s,POS,O
56203,,technique,NN,B-OBJ
56204,,facilitates,VBZ,O
56205,,the,DT,O
56206,,message,NN,O
56207,,.,.,O
56208,2969,The,DT,O
56209,,episode,NN,B-SUBJ
56210,,featured,VBD,O
56211,,a,DT,O
56212,,commentary,NN,O
56213,,track,NN,B-OBJ
56214,,recorded,VBN,O
56215,,by,IN,O
56216,,creator,NN,O
56217,,and,CC,O
56218,,writer/producer,NN,O
56219,,David,NNP,O
56220,,Simon,NNP,O
56221,,.,.,O
56222,2970,The,DT,O
56223,,origin,NN,B-SUBJ
56224,,of,IN,O
56225,,berserkers,NNS,B-OBJ
56226,,is,VBZ,O
56227,,unknown,JJ,O
56228,,",",",",O
56229,,although,IN,O
56230,,Tacitus,NNP,O
56231,,mentions,VBZ,O
56232,,groups,NNS,O
56233,,of,IN,O
56234,,Germanic,JJ,O
56235,,warriors,NNS,O
56236,,with,IN,O
56237,,berserk-like,JJ,O
56238,,fury,NN,O
56239,,.,.,O
56240,2971,The,DT,O
56241,,storm,NN,O
56242,,ended,VBD,O
56243,,up,RP,O
56244,,causing,VBG,O
56245,,about,IN,O
56246,,a,DT,O
56247,,fraction,NN,O
56248,,of,IN,O
56249,,the,DT,O
56250,,damage,NN,B-SUBJ
56251,,caused,VBN,O
56252,,by,IN,O
56253,,the,DT,O
56254,,Chesapeake,NNP,O
56255,,Bay,NNP,O
56256,,storm,NN,B-OBJ
56257,,.,.,O
56258,2972,The,DT,O
56259,,bust,NN,B-SUBJ
56260,,was,VBD,O
56261,,in,IN,O
56262,,a,DT,O
56263,,suitcase,NN,B-OBJ
56264,,and,CC,O
56265,,was,VBD,O
56266,,carried,VBN,O
56267,,into,IN,O
56268,,the,DT,O
56269,,building,NN,O
56270,,with,IN,O
56271,,as,RB,O
56272,,much,JJ,O
56273,,reverence,NN,O
56274,,as,RB,O
56275,,if,IN,O
56276,,it,PRP,O
56277,,had,VBD,O
56278,,been,VBN,O
56279,,the,DT,O
56280,,bier,NN,O
56281,,of,IN,O
56282,,the,DT,O
56283,,poet,NN,O
56284,,.,.,O
56285,2973,Primary,JJ,O
56286,,wholesale,JJ,O
56287,,markets,NNS,O
56288,,are,VBP,O
56289,,held,VBN,O
56290,,in,IN,O
56291,,a,DT,O
56292,,fixed,VBN,O
56293,,place,NN,O
56294,,and,CC,O
56295,,transact,VB,O
56296,,daily,RB,O
56297,,a,DT,O
56298,,large,JJ,O
56299,,volume,NN,O
56300,,of,IN,O
56301,,business,NN,B-SUBJ
56302,,emanated,VBN,O
56303,,from,IN,O
56304,,the,DT,O
56305,,village,NN,O
56306,,markets,NNS,B-OBJ
56307,,.,.,O
56308,2974,In,IN,O
56309,,the,DT,O
56310,,episode,NN,O
56311,,``,``,O
56312,,My,NNP,O
56313,,Future,NNP,O
56314,,Self,NNP,O
56315,,'n',CC,O
56316,,Me,NNP,O
56317,,'','',O
56318,,the,DT,O
56319,,boys,NNS,O
56320,,discover,VBP,O
56321,,a,DT,O
56322,,joint,JJ,O
56323,,and,CC,O
56324,,rolling,JJ,O
56325,,papers,NNS,O
56326,,on,IN,O
56327,,a,DT,O
56328,,tree,NN,O
56329,,stump,NN,B-SUBJ
56330,,in,IN,O
56331,,the,DT,O
56332,,woods,NNS,B-OBJ
56333,,.,.,O
56334,2975,The,DT,O
56335,,block,NN,B-SUBJ
56336,,was,VBD,O
56337,,fetched,VBN,O
56338,,into,IN,O
56339,,the,DT,O
56340,,cache,NN,B-OBJ
56341,,.,.,O
56342,2976,Obsessed,VBN,O
56343,,with,IN,O
56344,,the,DT,O
56345,,music,NN,O
56346,,of,IN,O
56347,,JS,NNP,O
56348,,Bach,NNP,O
56349,,",",",",O
56350,,the,DT,O
56351,,clown,NN,O
56352,,tends,VBZ,O
56353,,to,TO,O
56354,,find,VB,O
56355,,frequent,JJ,O
56356,,analogies,NNS,O
56357,,with,IN,O
56358,,the,DT,O
56359,,German,JJ,O
56360,,composer,NN,B-SUBJ
56361,,'s,POS,O
56362,,music,NN,B-OBJ
56363,,.,.,O
56364,2977,Sunday,NNP,O
56365,,evening,NN,B-SUBJ
56366,,was,VBD,O
56367,,the,DT,O
56368,,best,JJS,O
56369,,part,NN,O
56370,,of,IN,O
56371,,this,DT,O
56372,,weekend,NN,B-OBJ
56373,,.,.,O
56374,2978,Peanut,NNP,O
56375,,Blossoms,NNP,O
56376,,are,VBP,O
56377,,made,VBN,O
56378,,by,IN,O
56379,,putting,VBG,O
56380,,a,DT,O
56381,,chocolate,NN,O
56382,,kiss,NN,O
56383,,into,IN,O
56384,,a,DT,O
56385,,peanut,NN,O
56386,,butter,NN,O
56387,,cookie,NN,B-SUBJ
56388,,just,RB,O
56389,,from,IN,O
56390,,the,DT,O
56391,,oven,NN,B-OBJ
56392,,.,.,O
56393,2979,I,PRP,O
56394,,called,VBD,O
56395,,for,IN,O
56396,,Wolf,NNP,O
56397,,and,CC,O
56398,,was,VBD,O
56399,,answered,VBN,O
56400,,by,IN,O
56401,,a,DT,O
56402,,murder,NN,B-SUBJ
56403,,of,IN,O
56404,,idle,JJ,O
56405,,crows,NNS,B-OBJ
56406,,that,WDT,O
56407,,seemed,VBD,O
56408,,to,TO,O
56409,,look,VB,O
56410,,down,RP,O
56411,,from,IN,O
56412,,an,DT,O
56413,,old,JJ,O
56414,,dead,JJ,O
56415,,oak,NN,O
56416,,and,CC,O
56417,,scoff,VBP,O
56418,,at,IN,O
56419,,my,PRP$,O
56420,,dilemma,NN,O
56421,,.,.,O
56422,2980,It,PRP,O
56423,,opens,VBZ,O
56424,,with,IN,O
56425,,a,DT,O
56426,,group,NN,O
56427,,of,IN,O
56428,,diplomats,NNS,O
56429,,having,VBG,O
56430,,a,DT,O
56431,,discussion,NN,B-SUBJ
56432,,around,IN,O
56433,,a,DT,O
56434,,rectangular,JJ,O
56435,,table,NN,B-OBJ
56436,,covered,VBN,O
56437,,with,IN,O
56438,,a,DT,O
56439,,green,JJ,O
56440,,cloth,NN,O
56441,,.,.,O
56442,2981,There,EX,O
56443,,are,VBP,O
56444,,aids,NNS,O
56445,,designed,VBN,O
56446,,to,TO,O
56447,,help,VB,O
56448,,people,NNS,O
56449,,grip,NN,O
56450,,and,CC,O
56451,,turn,VB,O
56452,,a,DT,O
56453,,door,NN,B-SUBJ
56454,,knob,NN,B-OBJ
56455,,.,.,O
56456,2982,The,DT,O
56457,,principles,NNS,B-SUBJ
56458,,on,IN,O
56459,,which,WDT,O
56460,,homoeopathy,RB,B-OBJ
56461,,is,VBZ,O
56462,,based,VBN,O
56463,,are,VBP,O
56464,,very,RB,O
56465,,different,JJ,O
56466,,to,TO,O
56467,,conventional,JJ,O
56468,,medical,JJ,O
56469,,beliefs,NNS,O
56470,,.,.,O
56471,2983,While,IN,O
56472,,we,PRP,O
56473,,transferred,VBD,O
56474,,our,PRP$,O
56475,,gear,NN,O
56476,,to,TO,O
56477,,saddlebags,NNS,O
56478,,",",",",O
56479,,the,DT,O
56480,,wranglers,NNS,O
56481,,roped,VBD,O
56482,,and,CC,O
56483,,saddled,VBD,O
56484,,horses,NNS,O
56485,,from,IN,O
56486,,the,DT,O
56487,,remuda,NN,B-SUBJ
56488,,of,IN,O
56489,,scrubby,JJ,O
56490,,",",",",O
56491,,short-legged,JJ,O
56492,,Mexican,JJ,O
56493,,ponies,NNS,B-OBJ
56494,,.,.,O
56495,2984,A,DT,O
56496,,habitat,NN,O
56497,,suitability,NN,O
56498,,index,NN,B-SUBJ
56499,,was,VBD,O
56500,,generated,VBN,O
56501,,from,IN,O
56502,,an,DT,O
56503,,elevation,NN,O
56504,,surface,NN,B-OBJ
56505,,.,.,O
56506,2985,The,DT,O
56507,,results,NNS,B-SUBJ
56508,,of,IN,O
56509,,the,DT,O
56510,,study,NN,O
56511,,were,VBD,O
56512,,subsequently,RB,O
56513,,published,VBN,O
56514,,in,IN,O
56515,,a,DT,O
56516,,number,NN,O
56517,,of,IN,O
56518,,leading,VBG,O
56519,,psychology,NN,O
56520,,journals,NNS,B-OBJ
56521,,.,.,O
56522,2986,The,DT,O
56523,,bears,NNS,B-SUBJ
56524,,have,VBP,O
56525,,gone,VBN,O
56526,,into,IN,O
56527,,hibernation,NN,B-OBJ
56528,,.,.,O
56529,2987,Belying,VBG,O
56530,,the,DT,O
56531,,fashionable,JJ,O
56532,,exterior,NN,O
56533,,of,IN,O
56534,,the,DT,O
56535,,dress,NN,B-SUBJ
56536,,",",",",O
56537,,the,DT,O
56538,,inner,JJ,O
56539,,bodice,NN,B-OBJ
56540,,was,VBD,O
56541,,made,VBN,O
56542,,with,IN,O
56543,,a,DT,O
56544,,section,NN,O
56545,,of,IN,O
56546,,a,DT,O
56547,,homespun,JJ,O
56548,,linen,NN,O
56549,,bedsheet,NN,O
56550,,",",",",O
56551,,on,IN,O
56552,,which,WDT,O
56553,,one,PRP,O
56554,,can,MD,O
56555,,still,RB,O
56556,,see,VB,O
56557,,the,DT,O
56558,,embroidered,JJ,O
56559,,initials,NNS,O
56560,,of,IN,O
56561,,the,DT,O
56562,,owner,NN,O
56563,,.,.,O
56564,2988,The,DT,O
56565,,Bishop,NNP,O
56566,,was,VBD,O
56567,,also,RB,O
56568,,happy,JJ,O
56569,,to,TO,O
56570,,talk,VB,O
56571,,about,RB,O
56572,,some,DT,O
56573,,of,IN,O
56574,,the,DT,O
56575,,contentious,JJ,O
56576,,issues,NNS,B-SUBJ
56577,,affecting,VBG,O
56578,,the,DT,O
56579,,church,NN,B-OBJ
56580,,at,IN,O
56581,,the,DT,O
56582,,moment,NN,O
56583,,.,.,O
56584,2989,Such,JJ,O
56585,,formulations,NNS,B-SUBJ
56586,,are,VBP,O
56587,,already,RB,O
56588,,found,VBN,O
56589,,in,IN,O
56590,,the,DT,O
56591,,apostolic,JJ,O
56592,,writings,NNS,B-OBJ
56593,,.,.,O
56594,2990,High,JJ,O
56595,,blood,NN,O
56596,,pressure,NN,B-SUBJ
56597,,is,VBZ,O
56598,,caused,VBN,O
56599,,by,IN,O
56600,,a,DT,O
56601,,narrowing,NN,B-OBJ
56602,,of,IN,O
56603,,the,DT,O
56604,,arteries,NNS,O
56605,,",",",",O
56606,,which,WDT,O
56607,,means,VBZ,O
56608,,the,DT,O
56609,,heart,NN,O
56610,,has,VBZ,O
56611,,to,TO,O
56612,,work,VB,O
56613,,harder,RBR,O
56614,,in,IN,O
56615,,order,NN,O
56616,,to,TO,O
56617,,push,VB,O
56618,,the,DT,O
56619,,blood,NN,O
56620,,through,RP,O
56621,,.,.,O
56622,2991,The,DT,O
56623,,donated,VBN,O
56624,,money,NN,B-SUBJ
56625,,flows,VBZ,O
56626,,into,IN,O
56627,,the,DT,O
56628,,quake,NN,B-OBJ
56629,,recovery,NN,I-OBJ
56630,,projects,NNS,I-OBJ
56631,,.,.,O
56632,2992,The,DT,O
56633,,genreal,NN,O
56634,,anesthetic,JJ,B-SUBJ
56635,,cause,NN,O
56636,,unconsciousness,NNS,O
56637,,and,CC,O
56638,,insensibility,JJ,B-OBJ
56639,,to,TO,O
56640,,paid,VBD,O
56641,,and,CC,O
56642,,are,VBP,O
56643,,used,VBN,O
56644,,for,IN,O
56645,,major,JJ,O
56646,,surgical,JJ,O
56647,,procedures,NNS,O
56648,,.,.,O
56649,2993,Acne,NNS,B-SUBJ
56650,,or,CC,O
56651,,pimples,NNS,O
56652,,are,VBP,O
56653,,caused,VBN,O
56654,,by,IN,O
56655,,hormonal,JJ,B-OBJ
56656,,changes,NNS,I-OBJ
56657,,",",",",O
56658,,wrong,JJ,O
56659,,food,NN,O
56660,,habits,NNS,O
56661,,and,CC,O
56662,,improper,JJ,O
56663,,skin,NN,O
56664,,care,NN,O
56665,,.,.,O
56666,2994,The,DT,O
56667,,charge,NN,O
56668,,to,TO,O
56669,,leak,VB,O
56670,,away,RP,O
56671,,before,IN,O
56672,,the,DT,O
56673,,arrival,NN,O
56674,,of,IN,O
56675,,the,DT,O
56676,,next,JJ,O
56677,,impulse,NN,B-SUBJ
56678,,from,IN,O
56679,,the,DT,O
56680,,photocell,NN,B-OBJ
56681,,.,.,O
56682,2995,The,DT,O
56683,,government,NN,O
56684,,is,VBZ,O
56685,,committed,JJ,O
56686,,to,TO,O
56687,,bring,VB,O
56688,,art,NN,B-SUBJ
56689,,to,TO,O
56690,,the,DT,O
56691,,community,NN,B-OBJ
56692,,.,.,O
56693,2996,At,IN,O
56694,,noon,NN,O
56695,,the,DT,O
56696,,money,NN,B-SUBJ
56697,,was,VBD,O
56698,,in,IN,O
56699,,the,DT,O
56700,,desk,NN,B-OBJ
56701,,",",",",O
56702,,and,CC,O
56703,,in,IN,O
56704,,the,DT,O
56705,,evening,NN,O
56706,,the,DT,O
56707,,pocket,NN,O
56708,,book,NN,O
56709,,that,WDT,O
56710,,contained,VBD,O
56711,,the,DT,O
56712,,money,NN,O
56713,,",",",",O
56714,,was,VBD,O
56715,,left,VBN,O
56716,,in,IN,O
56717,,the,DT,O
56718,,drawer,NN,O
56719,,with,IN,O
56720,,40,CD,O
56721,,cents,NNS,O
56722,,",",",",O
56723,,but,CC,O
56724,,$,$,O
56725,,265,CD,O
56726,,was,VBD,O
56727,,missing,VBG,O
56728,,.,.,O
56729,2997,In,IN,O
56730,,July,NNP,O
56731,,he,PRP,O
56732,,was,VBD,O
56733,,sent,VBN,O
56734,,north,RB,O
56735,,to,TO,O
56736,,quell,VB,O
56737,,a,DT,O
56738,,rebellion,NN,B-SUBJ
56739,,instigated,VBD,O
56740,,by,IN,O
56741,,the,DT,O
56742,,discontented,JJ,O
56743,,people,NNS,B-OBJ
56744,,of,IN,O
56745,,Warwick,NNP,O
56746,,.,.,O
56747,2998,These,DT,O
56748,,trends,NNS,O
56749,,have,VBP,O
56750,,thrown,VBN,O
56751,,women,NNS,B-SUBJ
56752,,into,IN,O
56753,,totally,RB,O
56754,,inhibiting,JJ,O
56755,,situations,NNS,B-OBJ
56756,,.,.,O
56757,2999,This,DT,O
56758,,book,NN,B-SUBJ
56759,,provides,VBZ,O
56760,,a,DT,O
56761,,very,RB,O
56762,,detailed,JJ,O
56763,,and,CC,O
56764,,interesting,JJ,O
56765,,overview,NN,O
56766,,of,IN,O
56767,,the,DT,O
56768,,fundamental,JJ,O
56769,,principles,NNS,O
56770,,of,IN,O
56771,,nanoscience,NN,B-OBJ
56772,,.,.,O
56773,3000,Ironically,RB,O
56774,,",",",",O
56775,,the,DT,O
56776,,damage,NN,B-SUBJ
56777,,caused,VBN,O
56778,,by,IN,O
56779,,the,DT,O
56780,,floods,NNS,B-OBJ
56781,,",",",",O
56782,,and,CC,O
56783,,the,DT,O
56784,,subsequent,JJ,O
56785,,insurance,NN,O
56786,,payout,NN,O
56787,,",",",",O
56788,,were,VBD,O
56789,,what,WP,O
56790,,prompted,VBD,O
56791,,the,DT,O
56792,,restoration,NN,O
56793,,of,IN,O
56794,,the,DT,O
56795,,station,NN,O
56796,,building,NN,O
56797,,.,.,O
56798,3001,First,RB,O
56799,,",",",",O
56800,,we,PRP,O
56801,,fetched,VBD,O
56802,,the,DT,O
56803,,cursor,NN,B-SUBJ
56804,,into,IN,O
56805,,the,DT,O
56806,,target,NN,O
56807,,variables,NNS,B-OBJ
56808,,.,.,O
56809,3002,It,PRP,O
56810,,is,VBZ,O
56811,,a,DT,O
56812,,live,JJ,O
56813,,audio/visual,JJ,O
56814,,performance,NN,O
56815,,composed,VBN,O
56816,,of,IN,O
56817,,animated,VBN,O
56818,,monochrome,NN,O
56819,,geometrical,NN,O
56820,,shapes,NNS,O
56821,,matching,VBG,O
56822,,the,DT,O
56823,,real,JJ,O
56824,,size,NN,O
56825,,and,CC,O
56826,,form,NN,O
56827,,of,IN,O
56828,,the,DT,O
56829,,quadrilateral,JJ,O
56830,,alluminium,NN,O
56831,,modules,NNS,O
56832,,which,WDT,O
56833,,form,VBP,O
56834,,the,DT,O
56835,,facade,NN,B-SUBJ
56836,,of,IN,O
56837,,the,DT,O
56838,,building,NN,B-OBJ
56839,,.,.,O
56840,3003,This,DT,O
56841,,way,NN,O
56842,,the,DT,O
56843,,idle,JJ,O
56844,,speed,NN,O
56845,,is,VBZ,O
56846,,set,VBN,O
56847,,correctly,RB,O
56848,,using,VBG,O
56849,,the,DT,O
56850,,Bypass,NNP,O
56851,,screw,NN,O
56852,,without,IN,O
56853,,touching,VBG,O
56854,,the,DT,O
56855,,screw,NN,B-SUBJ
56856,,on,IN,O
56857,,the,DT,O
56858,,throttle,JJ,O
56859,,arm,NN,B-OBJ
56860,,",",",",O
56861,,which,WDT,O
56862,,has,VBZ,O
56863,,to,TO,O
56864,,be,VB,O
56865,,set,VBN,O
56866,,exactly,RB,O
56867,,right,RB,O
56868,,.,.,O
56869,3004,The,DT,O
56870,,safety,NN,O
56871,,cockpit,NN,B-SUBJ
56872,,of,IN,O
56873,,the,DT,O
56874,,airplane,NN,B-OBJ
56875,,has,VBZ,O
56876,,been,VBN,O
56877,,completely,RB,O
56878,,redesigned,VBN,O
56879,,.,.,O
56880,3005,The,DT,O
56881,,wooden,JJ,O
56882,,rod,NN,B-SUBJ
56883,,is,VBZ,O
56884,,attached,VBN,O
56885,,to,TO,O
56886,,the,DT,O
56887,,arm,NN,B-OBJ
56888,,of,IN,O
56889,,the,DT,O
56890,,chair,NN,O
56891,,",",",",O
56892,,which,WDT,O
56893,,on,IN,O
56894,,my,PRP$,O
56895,,chair,NN,O
56896,,has,VBZ,O
56897,,an,DT,O
56898,,L-shaped,JJ,O
56899,,opening,NN,O
56900,,-LRB-,-LRB-,O
56901,,corner,NN,O
56902,,-RRB-,-RRB-,O
56903,,under,IN,O
56904,,the,DT,O
56905,,armrest,NN,O
56906,,.,.,O
56907,3006,Like,IN,O
56908,,Shibnath,NNP,O
56909,,",",",",O
56910,,our,PRP$,O
56911,,protagonist,NN,B-SUBJ
56912,,too,RB,O
56913,,takes,VBZ,O
56914,,part,NN,O
56915,,in,IN,O
56916,,the,DT,O
56917,,freedom,NN,O
56918,,movement,NN,B-OBJ
56919,,of,IN,O
56920,,India,NNP,O
56921,,",",",",O
56922,,faces,VBZ,O
56923,,the,DT,O
56924,,pangs,NNS,O
56925,,of,IN,O
56926,,foreign,JJ,O
56927,,rule,NN,O
56928,,",",",",O
56929,,and,CC,O
56930,,is,VBZ,O
56931,,inspired,VBN,O
56932,,by,IN,O
56933,,Sarojini,NNP,O
56934,,Naidu,NNP,O
56935,,and,CC,O
56936,,other,JJ,O
56937,,notable,JJ,O
56938,,figures,NNS,O
56939,,like,IN,O
56940,,veteran,JJ,O
56941,,communist,JJ,O
56942,,leader,NN,O
56943,,Ravi,NNP,O
56944,,Narayan,NNP,O
56945,,Reddy,NNP,O
56946,,.,.,O
56947,3007,The,DT,O
56948,,process,NN,B-SUBJ
56949,,is,VBZ,O
56950,,assisted,VBN,O
56951,,by,IN,O
56952,,benign,JJ,O
56953,,intervention,NN,B-OBJ
56954,,or,CC,O
56955,,neglect,NN,O
56956,,.,.,O
56957,3008,Six,CD,O
56958,,horses,NNS,O
56959,,wearing,VBG,O
56960,,elaborate,JJ,O
56961,,harnesses,NNS,O
56962,,had,VBD,O
56963,,been,VBN,O
56964,,sacrificed,VBN,O
56965,,and,CC,O
56966,,lay,VBD,O
56967,,on,IN,O
56968,,the,DT,O
56969,,logs,NN,O
56970,,which,WDT,O
56971,,formed,VBD,O
56972,,the,DT,O
56973,,roof,NN,B-SUBJ
56974,,of,IN,O
56975,,the,DT,O
56976,,burial,NN,O
56977,,chamber,NN,B-OBJ
56978,,.,.,O
56979,3009,The,DT,O
56980,,presidential,JJ,O
56981,,candidate,NN,B-SUBJ
56982,,arrived,VBD,O
56983,,to,TO,O
56984,,the,DT,O
56985,,cheering,JJ,O
56986,,crowd,NN,B-OBJ
56987,,at,IN,O
56988,,Fort,NNP,O
56989,,Hood,NNP,O
56990,,.,.,O
56991,3010,The,DT,O
56992,,plot,NN,B-SUBJ
56993,,centers,VBZ,O
56994,,on,IN,O
56995,,a,DT,O
56996,,goldfish,NN,B-OBJ
56997,,named,VBN,O
56998,,Ponyo,NNP,O
56999,,who,WP,O
57000,,befriends,VBZ,O
57001,,a,DT,O
57002,,five-year-old,JJ,O
57003,,human,JJ,O
57004,,boy,NN,O
57005,,.,.,O
57006,3011,It,PRP,O
57007,,is,VBZ,O
57008,,just,RB,O
57009,,another,DT,O
57010,,asset,NN,O
57011,,bubble,NN,O
57012,,",",",",O
57013,,where,WRB,O
57014,,the,DT,O
57015,,grotesque,JJ,O
57016,,bonuses,NNS,B-SUBJ
57017,,made,VBD,O
57018,,by,IN,O
57019,,the,DT,O
57020,,speculators,NNS,B-OBJ
57021,,who,WP,O
57022,,have,VBP,O
57023,,brought,VBN,O
57024,,the,DT,O
57025,,world,NN,O
57026,,economy,NN,O
57027,,to,TO,O
57028,,its,PRP$,O
57029,,knees,NNS,O
57030,,.,.,O
57031,3012,First,RB,O
